UserID,total_events,unique_sessions,page_views,add_to_cart,purchases,first_event,last_event,avg_amount,total_amount,conversion_rate,cart_rate,session_activity,engagement_days,recency_days
180,67,10,6,11,14,2024-01-05 12:01:58.796028,2024-07-20 22:32:15.868315,255.58838932938013,3578.237450611322,1.4,1.8333,6.7,197,4
181,86,10,11,9,13,2024-01-04 22:31:10.175393,2024-07-23 04:16:32.053241,261.7894041791566,3403.2622543290354,1.3,0.8182,8.6,200,2
182,75,10,7,11,10,2024-01-03 22:34:56.352750,2024-07-23 18:50:15.414150,266.78021339932627,2667.802133993263,1.0,1.5714,7.5,201,1
183,79,10,8,9,15,2024-01-03 01:39:17.399934,2024-07-20 23:25:08.038366,288.72059829633105,4330.808974444965,1.5,1.125,7.9,199,4
184,73,10,12,11,13,2024-01-02 07:09:53.060269,2024-07-17 21:22:01.215206,277.31385914614816,3605.0801688999263,1.3,0.9167,7.3,197,7
185,90,10,13,12,9,2024-01-05 06:58:26.422156,2024-07-23 12:34:30.278446,229.88205628352034,2068.938506551683,0.9,0.9231,9.0,200,1
186,79,10,9,7,12,2024-01-05 00:18:22.868952,2024-07-23 01:48:15.740456,231.17246209968206,2774.0695451961847,1.2,0.7778,7.9,200,2
187,73,10,10,5,11,2024-01-02 15:30:59.361495,2024-07-24 06:18:52.042586,211.71994561894016,2328.9194018083417,1.1,0.5,7.3,203,1
188,70,10,6,11,8,2024-01-01 21:13:58.880181,2024-07-20 06:17:57.090626,208.6070724755427,1668.8565798043417,0.8,1.8333,7.0,200,5
189,78,10,13,10,14,2024-01-03 22:34:06.666890,2024-07-21 09:49:17.925434,249.38856374126698,3491.4398923777376,1.4,0.7692,7.8,199,4
190,73,10,13,14,7,2024-01-02 21:31:44.484629,2024-07-24 02:12:07.000432,248.39084556808248,1738.7359189765773,0.7,1.0769,7.3,203,1
191,74,10,7,13,10,2024-01-03 06:24:23.001909,2024-07-23 20:24:10.905248,299.1921399980789,2991.921399980789,1.0,1.8571,7.4,202,1
192,78,10,12,15,9,2024-01-04 07:43:56.965088,2024-07-22 00:04:28.716881,238.43783754695076,2145.940537922557,0.9,1.25,7.8,199,3
193,72,10,10,13,11,2024-01-03 12:39:01.221103,2024-07-24 07:20:44.668262,255.6724991237611,2812.397490361372,1.1,1.3,7.2,202,1
194,75,10,15,8,13,2024-01-03 04:42:50.386523,2024-07-24 05:13:29.253020,228.51218461976134,2970.6584000568973,1.3,0.5333,7.5,203,1
195,82,10,13,15,11,2024-01-01 02:01:04.438011,2024-07-21 16:31:57.986198,253.50357743921785,2788.5393518313963,1.1,1.1538,8.2,202,3
196,81,10,9,13,9,2024-01-01 13:26:59.788403,2024-07-22 23:18:19.954801,360.99504027925536,3248.955362513298,0.9,1.4444,8.1,203,2
197,73,10,13,11,10,2024-01-01 17:29:51.976362,2024-07-10 05:11:52.715180,329.6207637291009,3296.2076372910087,1.0,0.8462,7.3,190,15
198,71,10,12,8,12,2024-01-01 13:33:38.587740,2024-07-23 06:29:23.311892,293.02885119629303,3516.3462143555166,1.2,0.6667,7.1,203,2
199,77,10,15,10,6,2024-01-05 04:54:03.102944,2024-07-23 06:19:52.699247,280.1619631669793,1680.971779001876,0.6,0.6667,7.7,200,2
200,75,10,10,7,8,2024-01-04 00:37:06.099184,2024-07-20 14:01:09.817990,272.08576240391557,2176.6860992313245,0.8,0.7,7.5,198,4
201,78,10,14,14,10,2024-01-04 12:33:41.784543,2024-07-21 18:55:10.390242,269.86378000114985,2698.6378000114987,1.0,1.0,7.8,199,3
202,75,10,10,7,7,2024-01-06 00:01:51.997789,2024-07-23 05:49:26.561669,208.797639038558,1461.583473269906,0.7,0.7,7.5,199,2
203,71,10,19,6,8,2024-01-03 12:06:19.845722,2024-07-23 11:10:23.107191,237.28453382368684,1898.2762705894947,0.8,0.3158,7.1,201,1
204,63,10,8,9,10,2024-01-02 20:41:19.211479,2024-07-20 10:36:37.263024,297.8526323514181,2978.526323514181,1.0,1.125,6.3,199,4
205,72,10,7,18,10,2024-01-02 17:36:24.625185,2024-07-24 08:30:53.150594,380.1995145617109,3801.995145617109,1.0,2.5714,7.2,203,1
206,73,10,11,16,13,2024-01-03 21:55:57.591893,2024-07-23 10:36:42.448622,234.791324550672,3052.2872191587358,1.3,1.4545,7.3,201,1
207,71,10,13,5,13,2024-01-02 15:55:50.997608,2024-07-23 08:12:48.715791,300.29797253717413,3903.8736429832634,1.3,0.3846,7.1,202,2
208,72,10,9,13,7,2024-01-02 13:26:10.394674,2024-07-22 04:02:09.530849,239.2348108650609,1674.6436760554263,0.7,1.4444,7.2,201,3
209,72,10,8,10,9,2024-01-03 14:49:22.485607,2024-07-20 04:36:08.013303,292.8861333104335,2635.975199793901,0.9,1.25,7.2,198,5
210,69,10,6,9,13,2024-01-02 18:59:40.551021,2024-07-09 07:30:54.721089,265.0201338523741,3445.261740080863,1.3,1.5,6.9,188,16
211,69,10,14,10,10,2024-01-03 15:08:47.533050,2024-07-23 14:17:42.040604,345.40152545232513,3454.0152545232513,1.0,0.7143,6.9,201,1
212,76,10,9,12,15,2024-01-04 00:56:01.228336,2024-07-21 16:30:27.169098,218.45380040766773,3276.807006115016,1.5,1.3333,7.6,199,3
213,75,10,15,13,11,2024-01-03 02:09:07.261711,2024-07-21 00:52:35.412079,181.14640237900613,1992.6104261690675,1.1,0.8667,7.5,199,4
214,81,10,11,13,16,2024-01-07 04:14:28.824737,2024-07-23 21:17:19.622354,279.1500171736983,4466.400274779173,1.6,1.1818,8.1,198,1
215,77,10,12,6,16,2024-01-03 01:38:43.264654,2024-07-21 04:51:35.999032,252.29258460499204,4036.6813536798727,1.6,0.5,7.7,200,4
216,75,10,14,7,14,2024-01-03 08:38:50.122946,2024-07-22 18:18:21.148460,300.98366921681844,4213.7713690354585,1.4,0.5,7.5,201,2
217,74,10,19,11,9,2024-01-01 16:16:29.579524,2024-07-21 19:25:11.248770,200.96131316955785,1808.6518185260206,0.9,0.5789,7.4,202,3
218,68,10,11,8,7,2024-01-08 02:19:45.176671,2024-07-22 02:48:20.075999,269.15083896315133,1884.0558727420594,0.7,0.7273,6.8,196,3
219,75,10,15,8,15,2024-01-02 12:51:13.254542,2024-07-24 04:56:25.962188,295.16358540852536,4427.453781127881,1.5,0.5333,7.5,203,1
220,80,10,11,5,17,2024-01-04 16:58:13.231630,2024-07-22 20:41:05.263113,211.9646274840224,3603.398667228381,1.7,0.4545,8.0,200,2
221,76,10,11,9,15,2024-01-08 03:33:09.033465,2024-07-21 21:33:23.645292,245.3499127798258,3680.2486916973867,1.5,0.8182,7.6,195,3
222,71,10,15,10,11,2024-01-05 13:15:36.046673,2024-07-23 02:18:10.484623,280.5778369167276,3086.3562060840036,1.1,0.6667,7.1,199,2
223,85,10,13,11,11,2024-01-01 06:18:04.884737,2024-07-23 01:16:53.621011,178.30876555792779,1961.3964211372056,1.1,0.8462,8.5,203,2
224,80,10,9,17,15,2024-01-08 13:18:17.680471,2024-07-12 22:35:02.412817,315.20458083367464,4728.06871250512,1.5,1.8889,8.0,186,12
225,83,10,16,11,11,2024-01-03 14:23:13.462044,2024-07-22 02:58:58.157875,194.843993137645,2143.283924514095,1.1,0.6875,8.3,200,3
226,75,10,12,16,5,2024-01-01 00:46:25.671310,2024-07-18 13:31:30.475753,438.94821719815354,2194.7410859907677,0.5,1.3333,7.5,199,6
227,73,10,9,9,9,2024-01-04 16:55:47.429162,2024-07-21 16:11:43.466702,225.64244768934088,2030.7820292040678,0.9,1.0,7.3,198,3
228,72,10,12,9,9,2024-01-03 07:17:31.746789,2024-07-20 14:18:15.927200,220.26910415085322,1982.421937357679,0.9,0.75,7.2,199,4
229,70,10,10,9,9,2024-01-01 18:29:34.173146,2024-07-23 03:51:32.282651,214.20663104595025,1927.8596794135522,0.9,0.9,7.0,203,2
230,71,10,14,10,4,2024-01-02 07:14:16.797251,2024-07-21 06:18:34.871121,296.66207718140487,1186.6483087256195,0.4,0.7143,7.1,200,4
231,73,10,13,9,10,2024-01-05 18:22:01.056517,2024-07-22 01:40:31.229902,231.45215453646273,2314.5215453646274,1.0,0.6923,7.3,198,3
232,75,10,11,14,9,2024-01-05 04:36:29.861644,2024-07-19 07:20:04.687491,178.02180520240984,1602.1962468216884,0.9,1.2727,7.5,196,6
233,76,10,19,7,9,2024-01-04 18:53:06.723979,2024-07-22 12:14:27.930694,272.9609114036906,2456.6482026332155,0.9,0.3684,7.6,199,2
234,81,10,22,11,8,2024-01-03 11:48:42.419676,2024-07-23 18:22:08.727808,237.07824639794097,1896.6259711835278,0.8,0.5,8.1,202,1
235,70,10,8,11,7,2024-01-01 16:32:39.859182,2024-07-22 15:38:45.069546,221.02069937583042,1547.144895630813,0.7,1.375,7.0,202,2
236,75,10,11,11,14,2024-01-09 21:58:55.968806,2024-07-23 20:00:50.287155,246.63430836164275,3452.8803170629985,1.4,1.0,7.5,195,1
237,76,10,13,7,10,2024-01-05 00:34:55.992347,2024-07-22 19:48:14.948742,265.40597878303686,2654.0597878303684,1.0,0.5385,7.6,199,2
238,68,10,8,12,9,2024-01-03 17:59:40.270468,2024-07-20 00:12:00.694293,240.84640149190676,2167.617613427161,0.9,1.5,6.8,198,5
239,79,10,14,12,18,2024-01-01 10:05:02.584134,2024-07-19 16:16:02.539436,239.25029533345943,4306.50531600227,1.8,0.8571,7.9,200,5
240,67,10,6,12,6,2024-01-06 01:25:09.171186,2024-07-23 20:57:59.855959,300.4005854050761,1802.4035124304564,0.6,2.0,6.7,199,1
241,65,10,14,6,6,2024-01-01 22:41:26.676722,2024-07-23 01:13:29.766340,254.51106398065932,1527.066383883956,0.6,0.4286,6.5,203,2
242,63,10,10,7,9,2024-01-01 20:27:35.334192,2024-07-15 09:36:21.295702,333.57838389955253,3002.205455095973,0.9,0.7,6.3,195,10
243,72,10,15,14,11,2024-01-06 06:10:39.390141,2024-07-23 04:40:30.187643,345.7719875244684,3803.4918627691522,1.1,0.9333,7.2,198,2
244,76,10,9,12,7,2024-01-01 06:09:47.505177,2024-07-24 08:12:54.761754,157.30005034240398,1101.100352396828,0.7,1.3333,7.6,205,1
245,75,10,9,9,9,2024-01-01 07:34:15.796253,2024-07-22 23:05:42.724986,331.0003346912673,2979.0030122214057,0.9,1.0,7.5,203,2
246,69,10,7,14,10,2024-01-05 01:25:53.872566,2024-07-22 09:51:53.685384,297.82321098263134,2978.2321098263133,1.0,2.0,6.9,199,3
247,79,10,9,17,9,2024-01-05 19:25:01.160064,2024-07-15 19:09:36.192073,278.828044303062,2509.452398727558,0.9,1.8889,7.9,191,9
248,76,10,8,9,7,2024-01-01 14:07:11.598659,2024-07-24 09:00:12.390383,328.6789260295099,2300.7524822065693,0.7,1.125,7.6,204,1
249,64,10,11,6,9,2024-01-01 08:04:05.997825,2024-07-21 13:49:13.715522,223.0420107056537,2007.3780963508832,0.9,0.5455,6.4,202,3
250,80,10,5,15,9,2024-01-01 10:06:52.108922,2024-07-18 16:13:53.649756,387.25316722968,3485.27850506712,0.9,3.0,8.0,199,6
251,70,10,14,6,12,2024-01-01 00:44:09.878293,2024-07-20 15:39:52.992122,235.19565345356486,2822.347841442778,1.2,0.4286,7.0,201,4
252,70,10,15,10,12,2024-01-01 11:12:27.283750,2024-07-17 23:02:05.146973,190.77168502792622,2289.260220335115,1.2,0.6667,7.0,198,7
253,69,10,7,14,10,2024-01-06 00:37:46.381261,2024-07-24 07:19:29.906694,325.2543085777978,3252.5430857779784,1.0,2.0,6.9,200,1
254,84,10,10,11,19,2024-01-01 04:52:51.731227,2024-07-20 17:32:38.643781,220.2458484717188,4184.671120962657,1.9,1.1,8.4,201,4
255,72,10,20,2,6,2024-01-06 12:25:01.883180,2024-07-21 03:24:05.816060,316.5055388248129,1899.0332329488774,0.6,0.1,7.2,196,4
256,74,10,16,10,9,2024-01-01 11:05:55.687217,2024-07-19 18:32:53.256423,326.96256980546957,2942.6631282492262,0.9,0.625,7.4,200,5
257,84,10,15,8,13,2024-01-01 13:26:46.788726,2024-07-23 14:50:20.403054,240.46653898166474,3126.0650067616416,1.3,0.5333,8.4,204,1
258,74,10,12,13,7,2024-01-01 23:02:40.470812,2024-07-21 13:17:53.776393,282.5902614539838,1978.131830177887,0.7,1.0833,7.4,201,3
259,67,10,13,7,12,2024-01-05 05:35:19.431624,2024-07-20 12:03:26.311451,297.63482096230956,3571.6178515477145,1.2,0.5385,6.7,197,4
260,68,10,8,9,17,2024-01-03 10:01:32.570338,2024-07-23 08:21:26.678478,290.26555224698865,4934.514388198807,1.7,1.125,6.8,201,2
261,80,10,10,13,14,2024-01-02 03:39:45.972323,2024-07-23 03:11:49.478817,285.1834246798359,3992.5679455177033,1.4,1.3,8.0,202,2
262,74,10,9,13,8,2024-01-02 01:22:09.073295,2024-07-23 04:25:29.311714,198.6111410660357,1588.8891285282857,0.8,1.4444,7.4,203,2
263,74,10,9,11,13,2024-01-03 21:59:48.804208,2024-07-24 01:11:28.579811,260.0743863101971,3380.967022032562,1.3,1.2222,7.4,202,1
264,73,10,10,6,15,2024-01-03 03:53:31.503238,2024-07-23 12:42:10.592238,210.12925741652518,3151.938861247878,1.5,0.6,7.3,202,1
265,64,10,10,7,16,2024-01-01 19:27:13.078515,2024-07-24 00:19:13.170359,182.47021552044782,2919.523448327165,1.6,0.7,6.4,204,1
266,81,10,9,9,17,2024-01-01 18:49:16.344949,2024-07-15 11:04:04.765523,272.78844985764454,4637.403647579957,1.7,1.0,8.1,195,9
267,73,10,12,9,8,2024-01-01 09:20:56.118031,2024-07-21 17:52:20.181582,323.55364323526277,2588.429145882102,0.8,0.75,7.3,202,3
268,68,10,10,10,10,2024-01-01 00:46:34.194085,2024-07-21 19:49:02.184990,236.64241690765328,2366.424169076533,1.0,1.0,6.8,202,3
269,72,10,12,8,14,2024-01-02 00:50:00.264867,2024-07-24 05:13:36.176070,257.59047926835603,3606.2667097569847,1.4,0.6667,7.2,204,1
270,79,10,16,8,15,2024-01-03 17:02:40.501078,2024-07-21 20:15:48.400346,246.02150674389986,3690.322601158498,1.5,0.5,7.9,200,3
271,84,10,10,10,14,2024-01-01 00:42:53.485216,2024-07-20 18:51:43.505702,256.0082397833329,3584.1153569666603,1.4,1.0,8.4,201,4
272,71,10,15,13,9,2024-01-16 10:18:56.728640,2024-07-23 21:57:13.951345,313.70741456208674,2823.3667310587807,0.9,0.8667,7.1,189,1
273,75,10,8,10,10,2024-01-05 08:35:07.228528,2024-07-20 03:05:18.793388,285.9796866831802,2859.796866831802,1.0,1.25,7.5,196,5
274,82,10,13,11,10,2024-01-03 17:01:15.011642,2024-07-22 16:54:33.266474,298.8848054415237,2988.848054415237,1.0,0.8462,8.2,200,2
275,80,10,12,16,8,2024-01-02 09:13:06.254624,2024-07-21 20:03:05.268583,233.4407512714423,1867.5260101715385,0.8,1.3333,8.0,201,3
276,75,10,15,9,9,2024-01-04 16:20:30.987196,2024-07-19 19:39:26.941194,232.56675094452874,2093.1007585007587,0.9,0.6,7.5,197,5
277,77,10,5,9,19,2024-01-01 09:39:21.117601,2024-07-22 08:29:49.656575,250.90303744243135,4767.157711406196,1.9,1.8,7.7,202,3
278,71,10,12,5,10,2024-01-04 21:44:07.805493,2024-07-19 08:23:58.003829,308.23664902167104,3082.36649021671,1.0,0.4167,7.1,196,6
279,73,10,12,11,7,2024-01-03 14:02:10.262518,2024-07-23 03:58:08.938545,246.487576381835,1725.413034672845,0.7,0.9167,7.3,201,2
280,69,10,12,11,6,2024-01-02 04:40:02.739834,2024-07-23 19:50:23.038951,221.23174900950073,1327.3904940570044,0.6,0.9167,6.9,203,1
281,68,10,6,11,10,2024-01-09 08:27:16.954607,2024-07-21 06:26:27.960355,238.50005884962033,2385.0005884962034,1.0,1.8333,6.8,193,4
282,70,10,8,8,8,2024-01-01 07:17:20.570933,2024-07-23 12:18:51.113153,196.67245128717508,1573.3796102974006,0.8,1.0,7.0,204,1
283,82,10,12,10,13,2024-01-01 01:26:45.451988,2024-07-19 17:26:00.281212,220.78530725015784,2870.208994252052,1.3,0.8333,8.2,200,5
284,71,10,9,12,6,2024-01-01 18:32:18.387412,2024-07-14 08:29:56.374268,305.5313827318226,1833.1882963909356,0.6,1.3333,7.1,194,11
285,76,10,7,15,5,2024-01-02 05:16:00.065750,2024-07-23 02:32:10.851584,146.22511051123072,731.1255525561536,0.5,2.1429,7.6,202,2
286,77,10,10,12,18,2024-01-04 00:39:14.491080,2024-07-19 20:13:40.362759,323.0897996852901,5815.616394335221,1.8,1.2,7.7,197,5
287,72,10,10,11,6,2024-01-01 08:27:41.094719,2024-07-23 14:46:20.751173,307.2946064156534,1843.7676384939205,0.6,1.1,7.2,204,1
288,71,10,9,12,9,2024-01-03 03:58:44.370676,2024-07-19 16:54:04.460014,322.01484268333843,2898.133584150046,0.9,1.3333,7.1,198,5
289,66,10,5,16,11,2024-01-01 12:51:04.774996,2024-07-22 13:21:15.418678,333.4260546446592,3667.6866010912513,1.1,3.2,6.6,203,2
290,63,10,8,9,8,2024-01-05 13:10:45.263464,2024-07-20 05:38:37.933175,296.858688034876,2374.869504279008,0.8,1.125,6.3,196,5
291,68,10,12,11,9,2024-01-03 01:32:35.504938,2024-07-17 17:56:33.629930,286.1728476403994,2575.555628763595,0.9,0.9167,6.8,196,7
292,65,10,9,11,5,2024-01-04 14:38:53.168437,2024-07-22 17:33:40.040303,187.2499561526506,936.249780763253,0.5,1.2222,6.5,200,2
293,78,10,12,13,9,2024-01-04 16:49:56.409561,2024-07-23 20:52:45.018332,190.22651747832634,1712.038657304937,0.9,1.0833,7.8,201,1
294,72,10,12,12,7,2024-01-24 07:10:43.389207,2024-07-23 06:38:30.889647,191.1770726291831,1338.2395084042817,0.7,1.0,7.2,180,2
295,77,10,16,7,16,2024-01-05 11:51:57.264468,2024-07-15 13:47:39.555686,271.0020505923696,4336.032809477913,1.6,0.4375,7.7,192,9
296,63,10,6,5,7,2024-01-01 10:49:31.296057,2024-07-15 19:17:47.789119,232.7767822508142,1629.4374757556993,0.7,0.8333,6.3,196,9
297,73,10,13,13,9,2024-01-04 20:28:51.325346,2024-07-23 01:45:27.042741,241.94861997655875,2177.5375797890288,0.9,1.0,7.3,200,2
298,78,10,9,5,13,2024-01-05 14:23:21.526086,2024-07-16 00:38:19.002076,140.7909266714501,1830.2820467288516,1.3,0.5556,7.8,192,9
299,72,10,8,7,13,2024-01-03 12:35:41.362105,2024-07-21 17:55:25.168491,205.0834490332724,2666.084837432541,1.3,0.875,7.2,200,3
300,74,10,12,9,8,2024-01-03 03:48:37.924035,2024-07-24 06:58:05.801326,245.58518551132624,1964.68148409061,0.8,0.75,7.4,203,1
301,78,10,17,21,9,2024-01-03 13:57:21.723857,2024-07-23 19:07:28.444368,215.38179521752897,1938.4361569577607,0.9,1.2353,7.8,202,1
302,82,10,9,10,18,2024-01-03 05:59:57.090704,2024-07-23 15:41:01.986699,230.59109345734416,4150.639682232195,1.8,1.1111,8.2,202,1
303,77,10,10,18,7,2024-01-01 17:25:16.512384,2024-07-21 17:41:05.545097,284.6014878809986,1992.21041516699,0.7,1.8,7.7,202,3
304,78,10,12,11,8,2024-01-10 03:10:23.797068,2024-07-20 20:49:15.272389,225.92583411620103,1807.4066729296082,0.8,0.9167,7.8,192,4
305,81,10,12,18,9,2024-01-01 15:32:06.781069,2024-07-23 22:41:53.999841,149.134138904121,1342.207250137089,0.9,1.5,8.1,204,1
306,77,10,9,9,10,2024-01-02 07:39:33.237569,2024-07-23 09:25:15.349833,318.32441507175,3183.2441507175004,1.0,1.0,7.7,203,2
307,80,10,6,15,13,2024-01-03 21:49:02.951651,2024-07-22 12:22:19.035430,300.94502983641684,3912.285387873419,1.3,2.5,8.0,200,2
308,80,10,9,6,19,2024-01-01 22:44:24.686914,2024-07-20 17:49:52.096483,222.6011077701797,4229.421047633415,1.9,0.6667,8.0,200,4
309,69,10,9,13,14,2024-01-01 23:53:26.281646,2024-07-22 21:03:03.320495,296.2220340044242,4147.108476061939,1.4,1.4444,6.9,202,2
310,79,10,21,10,9,2024-01-18 19:30:01.937423,2024-07-22 11:05:42.648447,273.25996265671137,2459.339663910402,0.9,0.4762,7.9,185,2
311,77,10,14,7,10,2024-01-03 12:13:22.392711,2024-07-24 09:40:51.949233,226.3097334022561,2263.097334022561,1.0,0.5,7.7,202,1
312,75,10,11,8,9,2024-01-04 16:22:37.129249,2024-07-23 19:01:36.478988,283.74396838811884,2553.6957154930697,0.9,0.7273,7.5,201,1
313,75,10,6,10,14,2024-01-01 12:59:08.175832,2024-07-23 09:46:53.514772,286.4573350557894,4010.402690781051,1.4,1.6667,7.5,203,2
314,70,10,10,8,10,2024-01-05 22:08:07.113949,2024-07-20 06:44:43.629134,309.5136415585288,3095.1364155852875,1.0,0.8,7.0,196,5
315,79,10,13,7,13,2024-01-03 14:52:28.192642,2024-07-16 06:28:58.480880,197.45240474281394,2566.881261656581,1.3,0.5385,7.9,194,9
316,75,10,11,6,11,2024-01-01 00:58:07.350013,2024-07-21 22:13:18.336246,220.30034203887865,2423.3037624276653,1.1,0.5455,7.5,202,3
317,78,10,11,4,14,2024-01-05 08:32:11.520853,2024-07-22 22:17:48.167193,311.8750483631382,4366.2506770839345,1.4,0.3636,7.8,199,2
318,69,10,7,13,6,2024-01-03 20:06:20.403432,2024-07-21 00:47:18.544556,285.2069793162238,1711.2418758973427,0.6,1.8571,6.9,199,4
319,71,10,10,10,14,2024-01-06 03:38:33.782035,2024-07-11 00:27:23.583634,243.75866607761645,3412.6213250866303,1.4,1.0,7.1,186,14
320,81,10,16,8,12,2024-01-05 17:13:52.930131,2024-07-21 20:50:21.507774,227.9203765313579,2735.044518376295,1.2,0.5,8.1,198,3
321,75,10,10,14,11,2024-01-02 09:22:12.293496,2024-07-20 10:13:09.730160,279.7720150024847,3077.492165027332,1.1,1.4,7.5,200,4
322,82,10,12,9,10,2024-01-01 18:18:49.440141,2024-07-14 10:55:05.116828,265.5345991260954,2655.3459912609537,1.0,0.75,8.2,194,10
323,76,10,13,9,14,2024-01-01 23:20:38.566810,2024-07-22 18:37:12.303474,252.01778321319753,3528.2489649847653,1.4,0.6923,7.6,202,2
324,78,10,11,12,8,2024-01-01 18:52:43.015524,2024-07-22 18:57:51.834441,188.70826604613484,1509.6661283690787,0.8,1.0909,7.8,203,2
325,69,10,12,7,7,2024-01-02 11:32:58.483341,2024-07-20 22:20:21.810891,301.6435188705581,2111.504632093907,0.7,0.5833,6.9,200,4
326,67,10,6,11,10,2024-01-03 21:34:05.431744,2024-07-12 16:27:52.653535,230.5766580911456,2305.766580911456,1.0,1.8333,6.7,190,12
327,77,10,5,13,20,2024-01-01 10:44:28.875797,2024-07-16 01:56:00.176384,202.94123291469387,4058.8246582938773,2.0,2.6,7.7,196,9
328,76,10,11,11,12,2024-01-02 03:45:04.734702,2024-07-15 17:32:06.626343,330.4846093201413,3965.815311841696,1.2,1.0,7.6,195,9
329,77,10,11,8,12,2024-01-02 10:50:12.512570,2024-07-20 03:24:37.484262,249.15607034190995,2989.8728441029193,1.2,0.7273,7.7,199,5
330,79,10,7,11,14,2024-01-05 03:34:32.150860,2024-07-23 05:37:37.593402,184.90827032366244,2588.715784531274,1.4,1.5714,7.9,200,2
331,69,10,16,5,9,2024-01-01 17:57:29.853837,2024-07-19 00:41:08.237059,297.6982275649015,2679.2840480841137,0.9,0.3125,6.9,199,6
332,71,10,9,7,10,2024-01-01 14:41:18.588435,2024-07-22 21:10:26.283459,175.21534659575312,1752.1534659575311,1.0,0.7778,7.1,203,2
333,74,10,12,17,12,2024-01-01 21:01:23.623168,2024-07-24 05:11:49.934394,234.33710382499285,2812.0452458999143,1.2,1.4167,7.4,204,1
334,76,10,13,12,11,2024-01-06 02:05:59.398000,2024-07-23 04:32:39.139389,209.7348061655024,2307.082867820526,1.1,0.9231,7.6,199,2
335,78,10,17,5,10,2024-01-01 03:05:08.909257,2024-07-21 23:43:51.066097,291.4831465634277,2914.831465634277,1.0,0.2941,7.8,202,3
336,74,10,11,10,9,2024-01-09 03:52:37.877064,2024-07-23 08:34:58.879637,234.56382414527545,2111.074417307479,0.9,0.9091,7.4,196,2
337,78,10,11,16,8,2024-01-02 11:56:02.283263,2024-07-23 09:32:46.679950,266.7387682714038,2133.9101461712303,0.8,1.4545,7.8,202,2
338,68,10,11,8,15,2024-01-01 16:11:32.408706,2024-07-24 03:42:38.806624,262.9610897381337,3944.416346072005,1.5,0.7273,6.8,204,1
339,74,10,15,12,11,2024-01-04 02:11:06.787032,2024-07-19 11:55:02.471941,286.2186732114435,3148.4054053258787,1.1,0.8,7.4,197,5
340,73,10,11,9,9,2024-01-03 22:34:43.131245,2024-07-24 04:16:42.913846,263.6771893211271,2373.094703890144,0.9,0.8182,7.3,202,1
341,84,10,17,11,12,2024-01-01 00:28:14.885796,2024-07-22 23:45:38.471533,267.7248481124605,3212.6981773495263,1.2,0.6471,8.4,203,2
342,76,10,13,13,15,2024-01-01 01:06:44.759860,2024-07-21 07:45:55.636976,279.6172233948958,4194.258350923437,1.5,1.0,7.6,202,4
343,78,10,14,11,7,2024-01-01 15:51:07.007205,2024-07-16 23:51:21.151309,210.42509240798697,1472.9756468559087,0.7,0.7857,7.8,197,8
344,71,10,5,5,18,2024-01-01 08:40:26.867813,2024-07-18 07:52:09.895161,239.94196039754013,4318.9552871557225,1.8,1.0,7.1,198,7
345,74,10,8,11,14,2024-01-02 06:34:37.184155,2024-07-20 02:25:29.773978,295.1032078242892,4131.444909540049,1.4,1.375,7.4,199,5
346,79,10,13,15,16,2024-01-02 00:59:05.729297,2024-07-24 02:50:03.633463,264.55895203749475,4232.943232599916,1.6,1.1538,7.9,204,1
347,58,10,11,7,14,2024-01-08 00:23:00.662211,2024-07-14 23:34:10.560538,236.57069292282912,3311.989700919608,1.4,0.6364,5.8,188,10
348,63,10,14,5,12,2024-01-05 18:43:05.916168,2024-07-24 05:10:16.872810,243.43444858074534,2921.213382968944,1.2,0.3571,6.3,200,1
349,78,10,8,10,13,2024-01-01 04:59:30.933720,2024-07-23 06:15:49.890440,284.57944953102765,3699.532843903359,1.3,1.25,7.8,204,2
350,85,10,13,7,9,2024-01-01 07:04:34.811693,2024-07-21 02:14:56.642767,323.04690462135846,2907.422141592226,0.9,0.5385,8.5,201,4
351,71,10,8,10,9,2024-01-01 15:25:54.476442,2024-07-20 21:23:53.918914,215.95222500622762,1943.5700250560485,0.9,1.25,7.1,201,4
352,86,10,16,11,10,2024-01-01 08:54:50.087438,2024-07-22 07:38:59.431093,283.50170197045617,2835.017019704562,1.0,0.6875,8.6,202,3
353,71,10,11,14,10,2024-01-01 13:52:16.006043,2024-07-21 02:23:47.701188,258.23253638931345,2582.3253638931346,1.0,1.2727,7.1,201,4
354,67,10,7,5,13,2024-01-02 16:35:34.007397,2024-07-24 06:19:10.841876,237.58756633321036,3088.6383623317347,1.3,0.7143,6.7,203,1
355,65,10,11,7,7,2024-01-02 02:28:29.614599,2024-07-23 21:28:04.970802,244.7718065920604,1713.4026461444228,0.7,0.6364,6.5,203,1
356,76,10,12,12,14,2024-01-01 04:13:33.017023,2024-07-22 23:01:21.748046,246.9161163193231,3456.8256284705235,1.4,1.0,7.6,203,2
357,72,10,8,7,18,2024-01-09 01:28:56.822050,2024-07-21 12:26:30.435233,278.0967738428778,5005.7419291718,1.8,0.875,7.2,194,3
358,76,10,13,7,15,2024-01-06 06:01:15.519664,2024-07-17 21:11:11.766384,240.76720884096162,3611.508132614424,1.5,0.5385,7.6,193,7
359,77,10,7,10,13,2024-01-01 23:36:31.993098,2024-07-23 06:07:56.959376,236.60162492391544,3075.821124010901,1.3,1.4286,7.7,203,2
