customer_unique_id,UserID,first_purchase,last_purchase,frequency,total_spent,avg_order_value,recency_days_x,total_events,unique_sessions,page_views,add_to_cart,purchases,first_event,last_event,avg_amount,total_amount,conversion_rate,cart_rate,session_activity,engagement_days,recency_days_y,engagement_value_ratio,activity_frequency_ratio
f9a2090a26802e418b4ea39294bcfa98,300,2018-08-04 13:42:44,2018-08-04 13:42:44,1,32.43,32.43,26,74,10,12,9,8,2024-01-03 03:48:37.924035,2024-07-24 06:58:05.801326,245.58518551132624,1964.68148409061,0.8,0.75,7.4,203,1,0.438,0.1
faedbbe182b58bf796b021a37fe5a5f0,704,2018-05-27 16:00:16,2018-05-27 16:00:16,1,33.16,33.16,94,72,10,9,18,11,2024-01-04 11:55:52.470549,2024-07-21 05:30:15.364304,212.744158269476,2340.185740964236,1.1,2.0,7.2,198,4,0.461,0.1
fba846cf72d115e63aacb0f20be20685,258,2017-09-13 22:01:03,2017-09-13 22:01:03,1,33.77,33.77,350,74,10,12,13,7,2024-01-01 23:02:40.470812,2024-07-21 13:17:53.776393,282.5902614539838,1978.131830177887,0.7,1.0833,7.4,201,3,0.456,0.1
f609ef916e0bb82fcc4bf52880b1ca03,297,2017-09-12 12:20:09,2017-09-12 12:20:09,1,30.1,30.1,352,73,10,13,13,9,2024-01-04 20:28:51.325346,2024-07-23 01:45:27.042741,241.94861997655877,2177.5375797890288,0.9,1.0,7.3,200,2,0.412,0.1
f090f629be1b7882aaac379b456185b5,960,2017-02-20 08:30:20,2017-02-20 08:30:20,1,24.96,24.96,556,76,10,13,13,6,2024-01-01 04:43:43.302404,2024-07-24 03:28:46.318074,285.2970910624071,1711.7825463744427,0.6,1.0,7.6,204,1,0.328,0.1
f73a70138af8debfc92ab98ce85d61e5,665,2017-11-17 13:15:32,2017-11-17 13:15:32,1,31.33,31.33,286,70,10,11,11,9,2024-01-05 23:45:17.847630,2024-07-14 12:28:29.137565,295.49458396458687,2659.451255681282,0.9,1.0,7.0,190,10,0.448,0.1
f341beed3a47d57eb319f376337ec5b3,589,2017-07-05 18:06:31,2017-07-05 18:06:31,1,27.77,27.77,420,76,10,7,8,11,2024-01-05 00:24:15.529410,2024-07-24 03:30:08.430670,151.43850961092346,1665.823605720158,1.1,1.1429,7.6,201,1,0.365,0.1
f9173b558b4ca860e33b42a15a9d96d1,683,2018-01-02 19:42:00,2018-01-02 19:42:00,1,32.38,32.38,239,71,10,14,12,14,2024-01-02 17:13:48.352839,2024-07-18 11:49:50.493890,182.28396904257585,2551.975566596062,1.4,0.8571,7.1,197,6,0.456,0.1
f10f4af2c01fdf887cdfb02287a334e3,93,2018-07-17 15:38:46,2018-07-17 15:38:46,1,25.77,25.77,43,71,10,7,12,12,2024-01-01 08:53:45.586041,2024-07-19 07:02:30.762389,203.71674465973717,2444.6009359168456,1.2,1.7143,7.1,199,6,0.363,0.1
f333b56f4ab49b103b57fb5fddcf0eaa,614,2018-02-14 16:55:09,2018-02-14 16:55:09,1,27.77,27.77,196,77,10,14,10,6,2024-01-01 05:48:50.802138,2024-07-21 20:41:25.537162,243.32072196137224,1459.9243317682335,0.6,0.7143,7.7,202,3,0.361,0.1
ee89ab49264ec7a4b29ddc22671a2784,570,2018-07-02 15:00:22,2018-07-02 15:00:22,1,22.14,22.14,59,74,10,11,10,9,2024-01-02 07:25:48.048385,2024-07-17 04:21:54.444813,232.9506076314296,2096.5554686828664,0.9,0.9091,7.4,196,8,0.299,0.1
f230d1849c8edb84787aaf2e01aa965a,982,2018-06-27 14:20:22,2018-06-27 14:20:22,1,27.23,27.23,64,67,10,8,8,12,2024-01-06 13:27:55.905691,2024-07-04 22:32:02.202059,250.6100469357405,3007.3205632288864,1.2,1.0,6.7,180,20,0.406,0.1
ef313cd19f2c31154a7a95cb25eb3bf4,711,2017-08-07 20:25:11,2017-08-07 20:25:11,1,23.17,23.17,387,73,10,6,17,8,2024-01-01 20:41:39.623634,2024-07-22 17:25:13.234530,285.6256261738324,2285.005009390659,0.8,2.8333,7.3,202,2,0.317,0.1
ff6a8e86ea81e48f6ee6b082ed68162a,69,2018-01-02 16:15:29,2018-01-02 16:15:29,1,36.01,36.01,239,68,10,11,11,11,2024-01-03 14:05:42.003201,2024-07-20 17:11:20.404306,260.74359747467315,2868.1795722214047,1.1,1.0,6.8,199,4,0.53,0.1
fabb3f467ac63f0cc4e180b0722ac757,499,2018-05-23 21:01:16,2018-05-23 21:01:16,1,33.37,33.37,98,72,10,14,4,14,2024-01-01 01:45:25.452965,2024-07-23 19:53:23.543140,170.58461404263056,2388.184596596828,1.4,0.2857,7.2,204,1,0.463,0.1
fa2666e84063ec0bfc0e66b89ed60a08,682,2017-05-06 11:33:11,2017-05-06 11:33:11,1,33.05,33.05,481,78,10,6,14,5,2024-01-01 06:13:11.044866,2024-07-24 06:19:25.895190,205.1028760079918,1025.514380039959,0.5,2.3333,7.8,205,1,0.424,0.1
ec51a76768c6654a24541caed2b7a0f3,43,2017-07-05 08:49:13,2017-07-05 08:49:13,1,14.78,14.78,421,66,10,11,9,11,2024-01-01 06:31:42.226902,2024-07-21 15:30:39.621348,274.8592679657617,3023.451947623379,1.1,0.8182,6.6,202,3,0.224,0.1
fa8a32304af9e335488c8ddae5f6bbc6,833,2017-11-16 13:53:55,2017-11-16 13:53:55,1,33.23,33.23,287,72,10,10,9,10,2024-01-05 02:58:13.748946,2024-07-23 07:13:47.979311,244.25670751352723,2442.5670751352723,1.0,0.9,7.2,200,2,0.462,0.1
fcd5d41028fd2da490248bc304e3b3fc,31,2017-12-20 07:04:15,2017-12-20 07:04:15,1,34.84,34.84,253,73,10,19,13,7,2024-01-01 16:57:10.527152,2024-07-23 00:45:37.752106,314.18438730486776,2199.290711134074,0.7,0.6842,7.3,203,2,0.477,0.1
ff27e114922de117301ebe32dcec9ade,425,2018-03-28 14:58:18,2018-03-28 14:58:18,1,35.93,35.93,155,78,10,13,13,3,2024-01-01 06:46:26.540653,2024-07-23 19:34:00.147679,115.71647130389913,347.14941391169737,0.3,1.0,7.8,204,1,0.461,0.1
f231816f0ee9d6c71b97bbc86f393dce,467,2018-01-30 11:29:58,2018-01-30 11:29:58,1,27.38,27.38,212,76,10,10,10,10,2024-01-06 03:32:04.040059,2024-07-24 04:08:26.514111,171.7972792974246,1717.972792974246,1.0,1.0,7.6,200,1,0.36,0.1
f06c24ed55e91c5e13da1a4e56235bad,842,2018-02-03 12:46:10,2018-02-03 12:46:10,1,25.5,25.5,208,74,10,11,6,8,2024-01-02 12:34:27.807086,2024-07-22 14:46:28.170855,273.15936758608666,2185.2749406886933,0.8,0.5455,7.4,202,2,0.345,0.1
eddcd62347237badf01afb155eaacc1c,554,2017-11-24 14:09:36,2017-11-24 14:09:36,1,21.77,21.77,279,71,10,4,11,14,2024-01-01 09:42:51.519956,2024-07-21 02:14:01.256687,184.9559877362125,2589.3838283069754,1.4,2.75,7.1,201,4,0.307,0.1
f0cfb215c2ab08fbf7c3bdc30436ca23,583,2017-12-19 15:16:43,2017-12-19 15:16:43,1,25.95,25.95,253,70,10,8,6,13,2024-01-01 03:02:12.167982,2024-07-14 02:43:39.661232,209.25277554220207,2720.286082048627,1.3,0.75,7.0,194,11,0.371,0.1
eedf0e2e41ac423fb7c71256f96f60ef,536,2018-04-27 16:09:58,2018-04-27 16:09:58,1,23.29,23.29,124,75,10,13,10,7,2024-01-05 01:20:40.710812,2024-07-22 19:38:27.721005,279.24805449464344,1954.736381462504,0.7,0.7692,7.5,199,2,0.311,0.1
ed7497adf95561838f932780cbed3868,336,2018-05-17 09:15:15,2018-05-17 09:15:15,1,21.16,21.16,105,74,10,11,10,9,2024-01-09 03:52:37.877064,2024-07-23 08:34:58.879637,234.56382414527545,2111.074417307479,0.9,0.9091,7.4,196,2,0.286,0.1
eeeea3e11b9a1e3ce7fccb795bd85c3e,611,2017-11-01 17:17:45,2017-11-01 17:17:45,1,23.54,23.54,301,76,10,16,12,8,2024-01-02 19:36:34.355694,2024-07-23 09:23:21.174073,224.13918471522956,1793.1134777218365,0.8,0.75,7.6,202,2,0.31,0.1
efaf98dc52d15316e054c656447c7620,656,2018-01-29 15:22:41,2018-01-29 15:22:41,1,24.77,24.77,212,65,10,11,9,16,2024-01-01 13:36:48.855340,2024-07-24 05:53:46.644606,193.8872877638267,3102.196604221227,1.6,0.8182,6.5,204,1,0.381,0.1
ed6fafe11652bd9d6ba577ed8515648b,87,2018-06-09 19:07:39,2018-06-09 19:07:39,1,21.38,21.38,81,74,10,5,11,12,2024-01-03 21:32:00.747073,2024-07-23 01:49:02.215973,174.2045072851131,2090.454087421357,1.2,2.2,7.4,201,2,0.289,0.1
fa626aab80218f17c7c89234114ed10c,112,2017-03-03 19:39:24,2017-03-03 19:39:24,1,33.52,33.52,544,75,10,10,8,8,2024-01-06 17:25:27.559253,2024-07-22 21:53:06.090717,236.63619412821416,1893.0895530257133,0.8,0.8,7.5,198,2,0.447,0.1
fc617e1d85eb5f935300c7943f732217,83,2017-03-11 14:21:09,2017-03-11 14:21:09,1,34.86,34.86,537,75,10,19,19,7,2024-01-02 17:34:10.564408,2024-07-23 20:30:50.545877,268.97639392163967,1882.8347574514776,0.7,1.0,7.5,203,1,0.465,0.1
fe21f72a3b663deeabf0b9067427cf62,545,2018-03-12 06:11:14,2018-03-12 06:11:14,1,35.77,35.77,171,77,10,11,12,7,2024-01-06 20:09:38.750791,2024-07-23 22:07:36.194547,215.95245038958225,1511.6671527270755,0.7,1.0909,7.7,199,1,0.465,0.1
f357618bc89705b66a9b7991a10d4f04,56,2018-06-11 09:46:31,2018-06-11 09:46:31,1,28.41,28.41,80,74,10,16,9,8,2024-01-01 03:27:36.916354,2024-07-23 08:55:58.782038,261.4244555932316,2091.3956447458527,0.8,0.5625,7.4,204,2,0.384,0.1
ef836ad13be593518a94bf148e32c713,485,2017-11-10 13:17:00,2017-11-10 13:17:00,1,25.0,25.0,293,68,10,5,6,13,2024-01-03 23:03:26.411454,2024-07-23 12:17:37.633323,227.4212731824671,2956.476551372072,1.3,1.2,6.8,201,1,0.368,0.1
ee877710f00b0566acd13ec1a6aac8ee,353,2017-09-07 16:56:45,2017-09-07 16:56:45,1,23.69,23.69,356,71,10,11,14,10,2024-01-01 13:52:16.006043,2024-07-21 02:23:47.701188,258.23253638931345,2582.325363893134,1.0,1.2727,7.1,201,4,0.334,0.1
f78510c2bc0b6eb2090e349fbfc3adc0,542,2018-02-14 19:38:45,2018-02-14 19:38:45,1,32.09,32.09,196,76,10,8,11,8,2024-01-01 19:52:57.295028,2024-07-23 20:16:33.880550,224.78672534820976,1798.2938027856785,0.8,1.375,7.6,204,1,0.422,0.1
f17b1ad764b21ee284cab795b9d9d990,577,2017-08-01 09:09:14,2017-08-01 09:09:14,1,27.38,27.38,394,67,10,8,8,11,2024-01-02 17:16:11.021762,2024-07-24 03:52:48.068448,277.2526621441984,3049.7792835861824,1.1,1.0,6.7,203,1,0.409,0.1
fbc55b8c0ca31bec1459c4fc19b70b47,374,2018-05-11 11:03:37,2018-05-11 11:03:37,1,34.73,34.73,111,76,10,12,8,10,2024-01-05 13:45:11.395844,2024-07-22 00:19:02.127979,172.76897419298163,1727.6897419298164,1.0,0.6667,7.6,198,3,0.457,0.1
eba2e542b6a37aae711332ae396a6902,994,2017-02-18 04:35:10,2017-02-18 04:35:10,1,17.69,17.69,558,78,10,11,13,7,2024-01-01 16:15:01.684787,2024-07-22 17:35:05.724921,195.8535781775055,1370.9750472425385,0.7,1.1818,7.8,203,2,0.227,0.1
f79825029e2a25c3196ee34f87068317,805,2018-07-11 11:55:56,2018-07-11 11:55:56,1,32.23,32.23,50,78,10,11,12,5,2024-01-03 09:32:03.260644,2024-07-21 15:23:41.733828,261.7139360602266,1308.569680301133,0.5,1.0909,7.8,200,3,0.413,0.1
f4d8c17279e9dfc30da6f14ef8b67219,370,2018-03-06 13:54:24,2018-03-06 13:54:24,1,30.23,30.23,177,70,10,9,13,10,2024-01-04 00:53:33.601967,2024-07-21 09:45:05.886720,273.31398925041185,2733.1398925041185,1.0,1.4444,7.0,199,4,0.432,0.1
f2531c11e66027f63e2f6414c9b2520d,957,2017-05-19 09:26:27,2017-05-19 09:26:27,1,28.01,28.01,468,78,10,9,20,7,2024-01-02 04:33:29.657969,2024-07-23 22:21:12.698925,193.59345866688605,1355.1542106682025,0.7,2.2222,7.8,203,1,0.359,0.1
ec6e00db55799d23d02c17727b8e0816,429,2018-06-07 12:04:29,2018-06-07 12:04:29,1,20.75,20.75,84,71,10,12,9,11,2024-01-02 07:12:35.780943,2024-07-24 08:52:20.546144,236.48540408353767,2601.3394449189145,1.1,0.75,7.1,204,1,0.292,0.1
fb3c613bce3dd56a126ccae1764704e0,792,2017-04-12 22:06:23,2017-04-12 22:06:23,1,34.51,34.51,504,70,10,11,12,10,2024-01-15 09:24:25.550689,2024-07-24 01:46:38.695156,282.2334055765758,2822.334055765758,1.0,1.0909,7.0,190,1,0.493,0.1
f78825f3ad88cfa5fb990df83a012f83,110,2018-04-02 10:57:09,2018-04-02 10:57:09,1,32.37,32.37,150,74,10,12,8,10,2024-01-05 21:51:34.614623,2024-07-24 09:13:20.440475,211.9525972231825,2119.525972231825,1.0,0.6667,7.4,200,1,0.437,0.1
fdcc768de441d0c0bb9808e62faa4fe3,231,2018-06-25 00:52:02,2018-06-25 00:52:02,1,35.84,35.84,66,73,10,13,9,10,2024-01-05 18:22:01.056517,2024-07-22 01:40:31.229902,231.45215453646276,2314.5215453646274,1.0,0.6923,7.3,198,3,0.491,0.1
eca1a2e6cd1a843996346d9e7fada34b,438,2018-05-09 10:03:59,2018-05-09 10:03:59,1,21.38,21.38,113,71,10,11,5,10,2024-01-04 22:37:31.023842,2024-07-24 08:46:12.005191,262.5584707918439,2625.5847079184387,1.0,0.4545,7.1,201,1,0.301,0.1
f25e1c8fd84f68bd027100754df41932,445,2017-09-03 10:56:09,2017-09-03 10:56:09,1,28.17,28.17,361,71,10,16,8,10,2024-01-01 18:53:28.467924,2024-07-23 11:32:52.883497,263.00122698274106,2630.0122698274104,1.0,0.5,7.1,203,1,0.397,0.1
fa8761b2e898f2f2bf15c6e4b2ab1f5e,404,2018-04-20 14:42:21,2018-04-20 14:42:21,1,34.06,34.06,132,77,10,16,10,8,2024-01-03 02:52:59.413718,2024-07-24 01:10:34.037191,190.9338912031534,1527.4711296252271,0.8,0.625,7.7,202,1,0.442,0.1
f7e5beca3ac37abca5ba791b10c07e02,347,2018-06-30 10:50:03,2018-06-30 10:50:03,1,32.44,32.44,61,58,10,11,7,14,2024-01-08 00:23:00.662211,2024-07-14 23:34:10.560538,236.57069292282912,3311.989700919608,1.4,0.6364,5.8,188,10,0.559,0.1
fbb25ad1452fbf7e073a084f8c2cbda6,851,2018-02-17 12:41:53,2018-02-17 12:41:53,1,35.0,35.0,194,74,10,7,13,8,2024-01-05 10:27:44.536311,2024-07-22 17:20:28.377861,281.93923203498065,2255.513856279845,0.8,1.8571,7.4,199,2,0.473,0.1
f8ac33ce25aad89ade14c52fac3cc452,92,2017-10-30 14:27:30,2017-10-30 14:27:30,1,33.0,33.0,304,76,10,13,12,7,2024-01-08 09:44:44.815130,2024-07-21 04:40:30.865575,243.5300854458537,1704.710598120976,0.7,0.9231,7.6,194,4,0.434,0.1
fb96080f9c84b3a7a70fb99ac286e235,898,2017-12-11 21:28:23,2017-12-11 21:28:23,1,35.0,35.0,261,76,10,10,8,8,2024-01-07 05:32:56.383986,2024-07-19 06:35:29.945557,238.06273056676028,1904.5018445340825,0.8,0.8,7.6,194,6,0.461,0.1
f64aac8b568b587bc2133ba53c8a5cfb,762,2017-10-24 10:24:30,2017-10-24 10:24:30,1,31.77,31.77,310,70,10,9,9,12,2024-01-01 21:15:26.237242,2024-07-18 14:25:48.731194,236.52399743818933,2838.2879692582724,1.2,1.0,7.0,198,6,0.454,0.1
fcf834ad27782cb081e1e727732e0f37,428,2018-02-10 15:02:24,2018-02-10 15:02:24,1,35.55,35.55,200,77,10,14,8,8,2024-01-08 14:37:47.420673,2024-07-24 07:10:59.165210,193.85965043594769,1550.8772034875817,0.8,0.5714,7.7,197,1,0.462,0.1
efd2f4f6a5ebfff07943a4a1c80dcf9b,632,2017-06-15 20:24:55,2017-06-15 20:24:55,1,26.6,26.6,440,74,10,10,9,7,2024-01-03 15:16:02.500964,2024-07-20 07:29:03.035079,318.45750601924146,2229.2025421346902,0.7,0.9,7.4,198,5,0.359,0.1
f2eeb419fb7bf5b1a9bd49a37a8c651c,187,2018-01-11 23:10:31,2018-01-11 23:10:31,1,29.0,29.0,230,73,10,10,5,11,2024-01-02 15:30:59.361495,2024-07-24 06:18:52.042586,211.71994561894016,2328.9194018083417,1.1,0.5,7.3,203,1,0.397,0.1
ea8c650b1f2761afa875981cb490fb16,596,2017-08-23 12:00:45,2017-08-23 12:00:45,1,13.78,13.78,372,70,10,6,12,12,2024-01-01 03:27:33.106078,2024-07-21 00:14:59.151725,236.21286615253777,2834.554393830453,1.2,2.0,7.0,201,4,0.197,0.1
f514fa8c60b510de4c90242e86801717,213,2017-09-01 08:14:59,2017-09-01 08:14:59,1,31.1,31.1,363,75,10,15,13,11,2024-01-03 02:09:07.261711,2024-07-21 00:52:35.412079,181.14640237900613,1992.6104261690675,1.1,0.8667,7.5,199,4,0.415,0.1
fd17142aa5e36a4021ebc94e9d9b63ff,779,2017-11-16 16:21:21,2017-11-16 16:21:21,1,35.77,35.77,286,77,10,7,10,6,2024-01-02 12:19:41.219195,2024-07-24 06:22:31.286022,279.9620467128429,1679.7722802770572,0.6,1.4286,7.7,203,1,0.465,0.1
ed7cabe3bc850137484fff02f92a9c1d,354,2018-06-20 15:06:08,2018-06-20 15:06:08,1,23.39,23.39,70,67,10,7,5,13,2024-01-02 16:35:34.007397,2024-07-24 06:19:10.841876,237.5875663332104,3088.6383623317347,1.3,0.7143,6.7,203,1,0.349,0.1
f02bd933b009db53ed3c79347f36808d,918,2018-01-17 18:34:55,2018-01-17 18:34:55,1,27.08,27.08,224,79,10,15,14,6,2024-01-02 20:31:12.167624,2024-07-23 00:33:16.043807,162.3628618951266,974.1771713707597,0.6,0.9333,7.9,202,2,0.343,0.1
f958e704328e40822fe77d7925457e4e,601,2017-08-11 21:39:53,2017-08-11 21:39:53,1,33.75,33.75,383,70,10,7,11,11,2024-01-03 10:26:05.397183,2024-07-23 18:54:28.281430,258.3329018168004,2841.6619199848046,1.1,1.5714,7.0,202,1,0.482,0.1
ed6923bff4d0397e4f5bb4b64ec97b85,781,2018-07-30 12:58:51,2018-07-30 12:58:51,1,23.38,23.38,31,70,10,7,5,12,2024-01-06 16:37:56.759974,2024-07-23 14:22:50.899992,238.4446826088488,2861.3361913061854,1.2,0.7143,7.0,198,1,0.334,0.1
eca62bba0746cb0228163ee488fc2467,734,2018-04-27 15:48:26,2018-04-27 15:48:26,1,22.29,22.29,124,68,10,14,3,11,2024-01-06 12:55:08.496156,2024-07-21 19:34:48.264833,277.6422726162668,3054.0649987789343,1.1,0.2143,6.8,197,3,0.328,0.1
fca0cb4128fc47ff7cbde31768fcb4df,340,2018-04-02 21:04:15,2018-04-02 21:04:15,1,35.59,35.59,149,73,10,11,9,9,2024-01-03 22:34:43.131245,2024-07-24 04:16:42.913846,263.6771893211271,2373.094703890144,0.9,0.8182,7.3,202,1,0.488,0.1
f891d90242142ed6bdc6f6be9b3ef4c5,627,2018-07-05 17:15:10,2018-07-05 17:15:10,1,33.22,33.22,55,67,10,10,4,16,2024-01-01 17:57:55.809506,2024-07-09 15:49:31.787870,196.1181002004952,3137.8896032079238,1.6,0.4,6.7,189,15,0.496,0.1
f28020de1ea039bf877765196c80d82b,251,2018-05-12 19:50:52,2018-05-12 19:50:52,1,28.88,28.88,109,70,10,14,6,12,2024-01-01 00:44:09.878293,2024-07-20 15:39:52.992122,235.1956534535649,2822.347841442778,1.2,0.4286,7.0,201,4,0.413,0.1
ea8a37a119980ee4681e28145b39bb3b,365,2018-04-23 16:56:22,2018-04-23 16:56:22,1,17.29,17.29,128,72,10,6,14,12,2024-01-03 18:06:54.479492,2024-07-23 04:31:41.895456,211.71579507756,2540.58954093072,1.2,2.3333,7.2,201,2,0.24,0.1
fba04af40339d62dac17dd468283cca4,575,2017-05-31 09:12:51,2017-05-31 09:12:51,1,35.09,35.09,456,72,10,13,16,9,2024-01-01 13:57:22.143222,2024-07-24 06:39:22.129276,283.2812917152045,2549.5316254368404,0.9,1.2308,7.2,204,1,0.487,0.1
eb850184a02cbdeadaaeb17f38c70bf7,74,2017-12-19 01:19:02,2017-12-19 01:19:02,1,20.73,20.73,254,63,10,5,11,11,2024-01-05 02:56:26.758266,2024-07-21 16:04:03.273871,304.1410293228735,3345.551322551609,1.1,2.2,6.3,198,3,0.329,0.1
f1e0492ab6298fe3fbc216c7330d3d2e,783,2017-09-06 12:45:46,2017-09-06 12:45:46,1,28.26,28.26,358,71,10,12,6,13,2024-01-03 05:56:07.979093,2024-07-24 07:44:08.744886,211.70860082752048,2752.2118107577658,1.3,0.5,7.1,203,1,0.398,0.1
ff9e81db84e46ebdc0a8d5e42045e9ff,88,2018-02-03 17:17:30,2018-02-03 17:17:30,1,37.34,37.34,207,69,10,10,8,18,2024-01-10 05:08:48.588966,2024-07-21 13:35:56.648532,162.5947637071573,2926.705746728832,1.8,0.8,6.9,193,3,0.541,0.1
f2c2d7a4c309b9fd3374782dc6a4b0aa,923,2018-05-12 15:22:12,2018-05-12 15:22:12,1,29.38,29.38,109,65,10,16,8,14,2024-01-03 01:41:31.056650,2024-07-21 11:00:55.788512,234.53304377763143,3283.46261288684,1.4,0.5,6.5,200,3,0.452,0.1
f8be1ae4c179657645b4bf364865e14c,502,2017-09-05 07:56:44,2017-09-05 07:56:44,1,33.59,33.59,359,78,10,12,8,7,2024-01-05 07:14:40.185995,2024-07-23 08:47:50.168263,207.31201104663157,1451.1840773264207,0.7,0.6667,7.8,200,2,0.431,0.1
eb465f0f26a21b98e20073a31ccafed0,581,2017-02-14 08:41:15,2017-02-14 08:41:15,1,20.52,20.52,562,76,10,14,9,10,2024-01-02 00:35:36.876540,2024-07-22 15:16:34.722066,193.03415684385908,1930.341568438591,1.0,0.6429,7.6,202,2,0.27,0.1
f64bd0c289eeb81ae3b5fe837f2f17c0,19,2018-08-08 17:52:59,2018-08-08 17:52:59,1,32.22,32.22,21,64,10,9,5,11,2024-01-03 14:43:41.234217,2024-07-24 09:24:35.846976,301.64069313800985,3318.0476245181085,1.1,0.5556,6.4,202,1,0.503,0.1
eb298aa6b37d4851972cd61b24112a6b,916,2018-01-30 15:29:52,2018-01-30 15:29:52,1,20.55,20.55,211,67,10,7,6,13,2024-01-02 02:24:38.023753,2024-07-23 23:03:29.398425,246.6528060619557,3206.486478805424,1.3,0.8571,6.7,203,1,0.307,0.1
fe6b113acee46594f596e9d8dce810dc,820,2017-11-24 13:16:06,2017-11-24 13:16:06,1,36.78,36.78,279,72,10,11,12,11,2024-01-05 15:25:05.602998,2024-07-20 02:45:33.118950,236.10434732470412,2597.147820571746,1.1,1.0909,7.2,196,5,0.511,0.1
fac269ca43c301f1b3c59350183fb39a,935,2018-02-28 16:55:28,2018-02-28 16:55:28,1,35.0,35.0,182,76,10,12,16,10,2024-01-06 07:13:55.897714,2024-07-23 12:17:23.970350,199.41752606497047,1994.1752606497048,1.0,1.3333,7.6,199,1,0.461,0.1
faafedb789ff485bf513632e71f468ba,787,2017-08-15 21:53:17,2017-08-15 21:53:17,1,35.0,35.0,379,75,10,6,10,9,2024-01-01 16:22:39.090480,2024-07-24 09:57:13.939504,241.84694799566165,2176.622531960955,0.9,1.6667,7.5,204,1,0.467,0.1
f96fba562401ffaedb60f667b56c60d2,431,2017-07-06 21:13:00,2017-07-06 21:13:00,1,34.09,34.09,419,78,10,16,8,6,2024-01-03 09:23:50.357872,2024-07-24 03:38:27.480432,242.32183704297688,1453.9310222578613,0.6,0.5,7.8,202,1,0.437,0.1
ea3d952c0a58fb5f6c986c36f0c27931,246,2018-08-25 21:53:15,2018-08-25 21:53:15,1,17.39,17.39,4,69,10,7,14,10,2024-01-05 01:25:53.872566,2024-07-22 09:51:53.685384,297.82321098263134,2978.2321098263133,1.0,2.0,6.9,199,3,0.252,0.1
fcab07ead0f666753cacef7321c9c739,276,2018-03-26 22:39:02,2018-03-26 22:39:02,1,35.81,35.81,156,75,10,15,9,9,2024-01-04 16:20:30.987196,2024-07-19 19:39:26.941194,232.56675094452876,2093.1007585007587,0.9,0.6,7.5,197,5,0.477,0.1
eb8fe6be6ce6a84ad1ebed509effd13c,576,2018-02-05 21:00:20,2018-02-05 21:00:20,1,21.43,21.43,205,69,10,11,12,10,2024-01-04 21:59:14.492491,2024-07-22 13:27:35.367846,299.64402607545884,2996.4402607545885,1.0,1.0909,6.9,199,2,0.311,0.1
f30d87665f2b59543a06092e03430a0f,115,2018-04-12 14:31:15,2018-04-12 14:31:15,1,29.89,29.89,140,72,10,10,8,9,2024-01-02 06:33:14.668045,2024-07-23 21:47:18.428210,282.6132434125145,2543.519190712631,0.9,0.8,7.2,203,1,0.415,0.1
f85ab47b8e8c39b7e0f6f941d727e3ab,90,2017-03-16 10:38:02,2017-03-16 10:38:02,1,33.62,33.62,532,70,10,12,10,11,2024-01-03 23:03:58.893476,2024-07-22 02:54:00.177647,259.88481851787776,2858.7330036966555,1.1,0.8333,7.0,200,3,0.48,0.1
f35b47d4a790459e6d81c85e359cc9dc,519,2017-08-22 02:59:07,2017-08-22 02:59:07,1,30.17,30.17,373,71,10,9,7,9,2024-01-02 11:16:18.171815,2024-07-24 03:36:29.669813,306.2951408932432,2756.6562680391885,0.9,0.7778,7.1,203,1,0.425,0.1
fc74ebae6cc8ef73fc1bf400ce098c99,747,2018-07-11 09:02:55,2018-07-11 09:02:55,1,35.84,35.84,50,66,10,6,11,11,2024-01-02 01:59:14.978075,2024-07-16 08:11:01.705174,298.2090620481897,3280.299682530087,1.1,1.8333,6.6,196,9,0.543,0.1
eb9ea517dad69e487c581e30712034b7,953,2017-08-25 14:16:33,2017-08-25 14:16:33,1,22.1,22.1,370,68,10,12,8,12,2024-01-01 01:59:48.772964,2024-07-24 08:55:45.399676,264.01514158719306,3168.1816990463167,1.2,0.6667,6.8,205,1,0.325,0.1
ed4293eca45bded8b970b1f7271c84d4,380,2017-11-11 07:19:12,2017-11-11 07:19:12,1,24.75,24.75,292,76,10,10,15,8,2024-01-01 16:36:25.264298,2024-07-23 11:10:17.804045,241.97312144652616,1935.784971572209,0.8,1.5,7.6,203,1,0.326,0.1
ea60f7c43961e965e2ff75be1a0f6378,135,2018-06-26 15:44:41,2018-06-26 15:44:41,1,19.69,19.69,64,73,10,10,11,11,2024-01-02 12:08:05.648507,2024-07-21 22:10:09.599703,219.04428566797688,2409.4871423477457,1.1,1.1,7.3,201,3,0.27,0.1
ea5328ebd6d11ae0f0633a5a92554771,343,2018-08-18 13:37:04,2018-08-18 13:37:04,1,19.59,19.59,12,78,10,14,11,7,2024-01-01 15:51:07.007205,2024-07-16 23:51:21.151309,210.42509240798697,1472.9756468559087,0.7,0.7857,7.8,197,8,0.251,0.1
ffd4cecb7511e2c62b91b165773dc890,826,2017-10-31 21:34:59,2017-10-31 21:34:59,1,37.77,37.77,302,73,10,15,9,8,2024-01-01 22:07:34.879721,2024-07-19 14:45:11.752995,316.4866415311768,2531.893132249414,0.8,0.6,7.3,199,5,0.517,0.1
ee6fd2a856a211c75cb7d55ccd5f4f75,908,2018-04-09 22:45:56,2018-04-09 22:45:56,1,26.39,26.39,142,72,10,10,9,8,2024-01-05 23:51:27.145683,2024-07-24 04:33:13.099447,333.6658443717598,2669.3267549740785,0.8,0.9,7.2,200,1,0.367,0.1
